0.761999845505
         436836 function calls (433877 primitive calls) in 1.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 string.py:281(split)
        7    0.000    0.000    0.000    0.000 ConfigParser.py:248(sections)
       13    0.000    0.000    0.000    0.000 _methods.py:40(_all)
       82    0.000    0.000    0.000    0.000 _decorator2.py:95(<lambda>)
        7    0.000    0.000    0.000    0.000 legend_handler.py:120(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2007(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
       21    0.000    0.000    0.000    0.000 dist.py:119(<lambda>)
        9    0.000    0.000    0.000    0.000 extras.py:241(__init__)
        1    0.000    0.000    0.000    0.000 spines.py:18(Spine)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 pyparsing.py:979(enablePackrat)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2819(Forward)
        9    0.000    0.000    0.000    0.000 core.py:2433(__init__)
        1    0.000    0.000    0.000    0.000 urllib.py:116(URLopener)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dist.py:34(Distribution)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
       14    0.000    0.000    0.000    0.000 cbook.py:125(deprecated)
       12    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        7    0.000    0.000    0.000    0.000 util.py:168(check_environ)
        7    0.000    0.000    0.000    0.000 ntpath.py:196(basename)
        1    0.000    0.000    0.001    0.001 ConfigParser.py:231(RawConfigParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2036(LineStart)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2627(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 vitality.py:3(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:2(<module>)
       39    0.000    0.000    0.000    0.000 numerictypes.py:158(english_upper)
        1    0.000    0.000    0.000    0.000 contour.py:51(ContourLabeler)
        1    0.000    0.000    0.000    0.000 Symtab.py:256(Scope)
        1    0.000    0.000    0.000    0.000 isolate.py:4(<module>)
        2    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 digraph.py:17(DiGraph)
        3    0.000    0.000    0.000    0.000 tempfile.py:216(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 axis.py:24(Tick)
        4    0.000    0.000    0.000    0.000 _util.py:55(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dense.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:713(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
      6/3    0.000    0.000    0.000    0.000 PyrexTypes.py:31(empty_declaration_code)
        8    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:606(rv_generic)
        7    0.000    0.000    0.000    0.000 dist.py:1242(fix_help_options)
        1    0.000    0.000    0.000    0.000 tzwin.py:16(_settzkeyname)
        1    0.000    0.000    0.000    0.000 transforms.py:1545(__init__)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
       65    0.000    0.000    0.000    0.000 {id}
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:4(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:893(_rrulestr)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:10(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:7(Triangulation)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 __init__.py:238(Verbose)
        2    0.000    0.000    0.000    0.000 __init__.py:432(__getattr__)
        1    0.000    0.000    0.000    0.000 projection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intersection.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 transforms.py:2124(CompositeGenericTransform)
        2    0.000    0.000    0.000    0.000 __init__.py:537(_get_xdg_cache_dir)
        2    0.000    0.000    0.000    0.000 Regexps.py:350(__init__)
       33    0.000    0.000    0.000    0.000 cm.py:25(_reverser)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1060(TimerBase)
        7    0.000    0.000    0.000    0.000 TypeSlots.py:380(__init__)
        1    0.000    0.000    0.000    0.000 coo.py:21(coo_matrix)
        1    0.000    0.000    0.000    0.000 load.py:4(<module>)
       31    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 util.py:4(<module>)
       44    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 {math.exp}
        7    0.000    0.000    0.000    0.000 log.py:65(set_verbosity)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:266(ParseResults)
        4    0.000    0.000    0.000    0.000 legend_handler.py:150(__init__)
        2    0.000    0.000    0.000    0.000 {math.log10}
        1    0.000    0.000    0.000    0.000 cm.py:164(ScalarMappable)
        1    0.000    0.000    0.000    0.000 numeric.py:2125(identity)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 richclub.py:2(<module>)
        7    0.000    0.000    0.000    0.000 cmd.py:274(get_command_name)
        1    0.000    0.000    0.000    0.000 build_ext.py:59(build_ext)
        7    0.000    0.000    0.000    0.000 fancy_getopt.py:94(set_option_table)
        7    0.000    0.000    0.000    0.000 ccompiler.py:237(set_include_dirs)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:172(get_build_version)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 Symtab.py:877(BuiltinScope)
        1    0.000    0.000    0.000    0.000 sysconfig.py:397(_init_nt)
        1    0.000    0.000    0.000    0.000 build_ext.py:37(build_ext)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 ticker.py:342(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 eigenvector.py:3(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:28(__init__)
        1    0.000    0.000    0.000    0.000 random_clustered.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 doccer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:367(Quiver)
       14    0.000    0.000    0.000    0.000 build_ext.py:656(get_ext_fullname)
        1    0.000    0.000    0.000    0.000 layout.py:7(<module>)
        1    0.000    0.000    0.000    0.000 strongly_connected.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:248(NameValidator)
        1    0.000    0.000    0.000    0.000 patches.py:2170(FancyBboxPatch)
       11    0.000    0.000    0.000    0.000 TypeSlots.py:311(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 union_find.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3042(delimitedList)
        1    0.000    0.000    0.000    0.000 spectral.py:4(<module>)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 Main.py:49(Context)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:37(ksone_gen)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2644(__init__)
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'str' objects}
       18    0.000    0.000    0.000    0.000 pyparsing.py:363(__bool__)
        1    0.000    0.000    0.000    0.000 dviread.py:39(Dvi)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 core.py:12(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:933(poly1d)
        3    0.000    0.000    0.000    0.000 numeric.py:2809(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        4    0.000    0.000    0.000    0.000 re.py:144(sub)
        1    0.000    0.000    0.000    0.000 distance_regular.py:5(<module>)
        1    0.000    0.000    0.000    0.000 connected.py:4(<module>)
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:1780(sign_and_name)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 relabel.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:14(Command)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2473(CFuncType)
        1    0.000    0.000    0.000    0.000 matfuncs.py:344(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:7(<module>)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 decoder.py:303(__init__)
        1    0.000    0.000    0.000    0.000 attracting.py:4(<module>)
       62    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 scale.py:485(get_scale_names)
        1    0.000    0.000    0.000    0.000 centrality.py:7(<module>)
        1    0.000    0.000    0.000    0.000 Regexps.py:479(AnyBut)
        2    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 util.py:9(_get_build_version)
        3    0.000    0.000    0.000    0.000 numeric.py:2813(__enter__)
        1    0.000    0.000    0.000    0.000 simple_paths.py:6(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1024(TextWithDash)
        1    0.000    0.000    0.000    0.000 ego.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 transforms.py:1440(TransformWrapper)
       14    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        2    0.000    0.000    0.000    0.000 Regexps.py:54(uppercase_range)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 build.py:17(build)
        1    0.000    0.000    0.000    0.000 smetric.py:1(<module>)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 threading.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 social.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:497(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 collections.py:1086(EventCollection)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2733(parseImpl)
        1    0.000    0.000    0.000    0.000 nx_shp.py:13(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:53(TransformNode)
        1    0.000    0.000    0.000    0.000 spectrum.py:3(<module>)
        7    0.000    0.000    0.000    0.000 sysconfig.py:151(customize_compiler)
        1    0.000    0.000    0.000    0.000 Regexps.py:31(chars_to_ranges)
        1    0.000    0.000    0.000    0.000 block.py:7(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1017(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
       30    0.000    0.000    0.000    0.000 decorator.py:70(__iter__)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:20(copyfunc)
        3    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        2    0.000    0.000    0.001    0.001 __init__.py:602(_get_cachedir)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.zeros}
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        2    0.000    0.000    0.000    0.000 mlab.py:2222(__init__)
       28    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:81(__init__)
        1    0.000    0.000    0.000    0.000 msvccompiler.py:204(MSVCCompiler)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 hierarchy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:829(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 maxflow.py:4(<module>)
        1    0.000    0.000    0.000    0.000 degree_alg.py:4(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
       14    0.000    0.000    0.000    0.000 ConfigParser.py:567(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:407(TextPath)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:489(MemoryViewSliceType)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:17(BaseType)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
